            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2456995.500000000, A.D. 2014-Dec-04 00:00:00.0000,  7.292675895360135E+00, -2.809091810250361E+01, -1.105688601729217E+01,  3.215608332123573E-03, -7.287198415170757E-03, -2.823745138979962E-03,
2457025.500000000, A.D. 2015-Jan-03 00:00:00.0000,  7.389111882762972E+00, -2.830941043041977E+01, -1.114154979636635E+01,  3.213455986571972E-03, -7.278927137447181E-03, -2.820489103231483E-03,
2457055.500000000, A.D. 2015-Feb-02 00:00:00.0000,  7.485483600278839E+00, -2.852765582192222E+01, -1.122611621891003E+01,  3.211329560822648E-03, -7.270788585560427E-03, -2.817280759616811E-03,
2457085.500000000, A.D. 2015-Mar-04 00:00:00.0000,  7.581791874964710E+00, -2.874565899710367E+01, -1.131058714710996E+01,  3.209225376032527E-03, -7.262777567121903E-03, -2.814122935763219E-03,
2457115.500000000, A.D. 2015-Apr-03 00:00:00.0000,  7.678034601876928E+00, -2.896341012950603E+01, -1.139495725074918E+01,  3.207026253477296E-03, -7.254318487216083E-03, -2.810728579023460E-03,
2457145.500000000, A.D. 2015-May-03 00:00:00.0000,  7.774214347079778E+00, -2.918092286298098E+01, -1.147923287120686E+01,  3.204965286140385E-03, -7.246551513951120E-03, -2.807649675459260E-03,
2457175.500000000, A.D. 2015-Jun-02 00:00:00.0000,  7.870332808681297E+00, -2.939820449973706E+01, -1.156341686601268E+01,  3.202930369391024E-03, -7.238904273037419E-03, -2.804636497190137E-03,
2457205.500000000, A.D. 2015-Jul-02 00:00:00.0000,  7.966387765140314E+00, -2.961525341688596E+01, -1.164751201708442E+01,  3.200768624006552E-03, -7.231218216787587E-03, -2.801647220897204E-03,
2457235.500000000, A.D. 2015-Aug-01 00:00:00.0000,  8.062291697787700E+00, -2.983208987734589E+01, -1.173147461014477E+01,  3.193680358048527E-03, -7.224462290802985E-03, -2.796258820970901E-03,
2457265.500000000, A.D. 2015-Aug-31 00:00:00.0000,  8.158072385944131E+00, -3.004871419548912E+01, -1.181531910803270E+01,  3.191703472170612E-03, -7.217176237076039E-03, -2.793385063988940E-03,
2457295.500000000, A.D. 2015-Sep-30 00:00:00.0000,  8.253793533887709E+00, -3.026512174947241E+01, -1.189907807416590E+01,  3.189747168690190E-03, -7.209996097252445E-03, -2.790567393711846E-03,
2457325.500000000, A.D. 2015-Oct-30 00:00:00.0000,  8.349551251507979E+00, -3.048130293458614E+01, -1.198276686599404E+01,  3.213278706905703E-03, -7.199602638197471E-03, -2.791419011814519E-03,
2457355.500000000, A.D. 2015-Nov-29 00:00:00.0000,  8.446086939992774E+00, -3.069716374849819E+01, -1.206649434411910E+01,  3.218201814955757E-03, -7.191709679853683E-03, -2.789754258533054E-03,
2457385.500000000, A.D. 2015-Dec-29 00:00:00.0000,  8.542604553885004E+00, -3.091281182668910E+01, -1.215014640258225E+01,  3.216309057133179E-03, -7.184845768079850E-03, -2.787056323147877E-03,
2457415.500000000, A.D. 2016-Jan-28 00:00:00.0000,  8.639065667436695E+00, -3.112825549833635E+01, -1.223371812476312E+01,  3.214434869074547E-03, -7.178082222084380E-03, -2.784398441385498E-03,
2457445.500000000, A.D. 2016-Feb-27 00:00:00.0000,  8.735471032758678E+00, -3.134349580356080E+01, -1.231720961627405E+01,  3.212580940015378E-03, -7.171416305081856E-03, -2.781778940003793E-03,
2457475.500000000, A.D. 2016-Mar-28 00:00:00.0000,  8.831820889375580E+00, -3.155853950868743E+01, -1.240062416620081E+01,  3.210745979280825E-03, -7.164846496552288E-03, -2.779197299078041E-03,
2457505.500000000, A.D. 2016-Apr-27 00:00:00.0000,  8.928116054962754E+00, -3.177338740166958E+01, -1.248396179581434E+01,  3.208933745514444E-03, -7.158363489520441E-03, -2.776651188523789E-03,
2457535.500000000, A.D. 2016-May-27 00:00:00.0000,  9.024357055486059E+00, -3.198804231314874E+01, -1.256722361646133E+01,  3.207136016933301E-03, -7.151979050745015E-03, -2.774142826357739E-03,
2457565.500000000, A.D. 2016-Jun-26 00:00:00.0000,  9.120544398383359E+00, -3.220250704133962E+01, -1.265041071977522E+01,  3.205356528765578E-03, -7.145684276499182E-03, -2.771669902924606E-03,
2457595.500000000, A.D. 2016-Jul-26 00:00:00.0000,  9.216678625767527E+00, -3.241678414374469E+01, -1.273352431995315E+01,  3.203594912787765E-03, -7.139468724480276E-03, -2.769245203856625E-03,
2457625.500000000, A.D. 2016-Aug-25 00:00:00.0000,  9.312760272677213E+00, -3.263087617534602E+01, -1.281656552724547E+01,  3.201851149091550E-03, -7.133347538404784E-03, -2.766840875505336E-03,
2457655.500000000, A.D. 2016-Sep-24 00:00:00.0000,  9.408789869501968E+00, -3.284478583639753E+01, -1.289953510449236E+01,  3.200124864275369E-03, -7.127310388938590E-03, -2.764469748746509E-03,
2457685.500000000, A.D. 2016-Oct-24 00:00:00.0000,  9.504767947537760E+00, -3.305851561959886E+01, -1.298243403576500E+01,  3.198416828625042E-03, -7.121355341192834E-03, -2.762130988788609E-03,
2457715.500000000, A.D. 2016-Nov-23 00:00:00.0000,  9.600695060646121E+00, -3.327206795974342E+01, -1.306526327920541E+01,  3.196726368938178E-03, -7.115480688069657E-03, -2.759823866382713E-03,
2457745.500000000, A.D. 2016-Dec-23 00:00:00.0000,  9.696571687235169E+00, -3.348544524993198E+01, -1.314802378123695E+01,  3.195051416931076E-03, -7.109684998099754E-03, -2.757548054350312E-03,
2457775.500000000, A.D. 2017-Jan-22 00:00:00.0000,  9.792398315928805E+00, -3.369864983160831E+01, -1.323071646940118E+01,  3.193393189640584E-03, -7.103966443353454E-03, -2.755302865495368E-03,
2457805.500000000, A.D. 2017-Feb-21 00:00:00.0000,  9.888180013187151E+00, -3.391168401738133E+01, -1.331334102221864E+01,  3.191983808123649E-03, -7.098326485748944E-03, -2.753024828388100E-03,
2457835.500000000, A.D. 2017-Mar-23 00:00:00.0000,  9.983915122078047E+00, -3.412455008102719E+01, -1.339589893252819E+01,  3.190364073471205E-03, -7.092753149387142E-03, -2.750845432483779E-03,
2457865.500000000, A.D. 2017-Apr-22 00:00:00.0000,  1.007960184202839E+01, -3.433725006036880E+01, -1.347839186511876E+01,  3.188753230895282E-03, -7.087257370337814E-03, -2.748688135028012E-03,
2457895.500000000, A.D. 2017-May-22 00:00:00.0000,  1.017524047253110E+01, -3.454978623738226E+01, -1.356082050166871E+01,  3.187158054185554E-03, -7.081832842689929E-03, -2.746558938146922E-03,
2457925.500000000, A.D. 2017-Jun-21 00:00:00.0000,  1.027083147934918E+01, -3.476216072863093E+01, -1.364318567680835E+01,  3.185578284404322E-03, -7.076478086415211E-03, -2.744457281860955E-03,
2457955.500000000, A.D. 2017-Jul-21 00:00:00.0000,  1.036637532160529E+01, -3.497437560648844E+01, -1.372548820851041E+01,  3.184013715562086E-03, -7.071191723555270E-03, -2.742382619095840E-03,
2457985.500000000, A.D. 2017-Aug-20 00:00:00.0000,  1.046187245221103E+01, -3.518643290257111E+01, -1.380772889856702E+01,  3.182464139427330E-03, -7.065972414588968E-03, -2.740334418106850E-03,
2458015.500000000, A.D. 2017-Sep-19 00:00:00.0000,  1.055732331551567E+01, -3.539833460853368E+01, -1.388990853425692E+01,  3.180926697804295E-03, -7.060818324939472E-03, -2.738314125642175E-03,
2458045.500000000, A.D. 2017-Oct-19 00:00:00.0000,  1.065272800590105E+01, -3.561008258862293E+01, -1.397202827949330E+01,  3.179396669307327E-03, -7.055726695431896E-03, -2.736329788177285E-03,
2458075.500000000, A.D. 2017-Nov-18 00:00:00.0000,  1.074808725918978E+01, -3.582167883849160E+01, -1.405408853089900E+01,  3.177889400936593E-03, -7.050700604747119E-03, -2.734357780576009E-03,
2458105.500000000, A.D. 2017-Dec-18 00:00:00.0000,  1.084340194867342E+01, -3.603313245600231E+01, -1.413609204950754E+01,  3.176445075261815E-03, -7.046576059910620E-03, -2.732646248036566E-03,
2458135.500000000, A.D. 2018-Jan-17 00:00:00.0000,  1.093867309825343E+01, -3.624445603538189E+01, -1.421804252592723E+01,  3.174967263242801E-03, -7.041672871618948E-03, -2.730722840650929E-03,
2458165.500000000, A.D. 2018-Feb-16 00:00:00.0000,  1.103390012225175E+01, -3.645563342599292E+01, -1.429993565559070E+01,  3.173503283115818E-03, -7.036829697460388E-03, -2.728823026476257E-03,
2458195.500000000, A.D. 2018-Mar-18 00:00:00.0000,  1.112908343113774E+01, -3.666666640338578E+01, -1.438177213869368E+01,  3.172052892953262E-03, -7.032045139820850E-03, -2.726946330437554E-03,
2458225.500000000, A.D. 2018-Apr-17 00:00:00.0000,  1.122422342999159E+01, -3.687755670963840E+01, -1.446355266227689E+01,  3.170615919241102E-03, -7.027318108670122E-03, -2.725092320732744E-03,
2458255.500000000, A.D. 2018-May-17 00:00:00.0000,  1.131932051877185E+01, -3.708830605452737E+01, -1.454527790058305E+01,  3.169192193559490E-03, -7.022647540550012E-03, -2.723260575922347E-03,
2458285.500000000, A.D. 2018-Jun-16 00:00:00.0000,  1.141437509144616E+01, -3.729891611678380E+01, -1.462694851511563E+01,  3.167781037710523E-03, -7.018032639295168E-03, -2.721450552917984E-03,
2458315.500000000, A.D. 2018-Jul-16 00:00:00.0000,  1.150938746997800E+01, -3.750938857128119E+01, -1.470856514068399E+01,  3.166379859307548E-03, -7.013473139217329E-03, -2.719661578932657E-03,
2458345.500000000, A.D. 2018-Aug-15 00:00:00.0000,  1.160435804298454E+01, -3.771972502065252E+01, -1.479012843472765E+01,  3.164992667324658E-03, -7.008964330249497E-03, -2.717895575646713E-03,
2458375.500000000, A.D. 2018-Sep-14 00:00:00.0000,  1.169928684215714E+01, -3.792992689637112E+01, -1.487163927161349E+01,  3.163596349332244E-03, -7.004515835494540E-03, -2.716163705032034E-03,
2458405.500000000, A.D. 2018-Oct-14 00:00:00.0000,  1.179417746800459E+01, -3.814000731302168E+01, -1.495310157420004E+01,  3.162564935709211E-03, -7.001202260001691E-03, -2.714763776040321E-03,
2458435.500000000, A.D. 2018-Nov-13 00:00:00.0000,  1.188903440243075E+01, -3.834997748678071E+01, -1.503451936133958E+01,  3.161217548795201E-03, -6.996831566747077E-03, -2.713062936107650E-03,
2458465.500000000, A.D. 2018-Dec-13 00:00:00.0000,  1.198385269699824E+01, -3.855982350248967E+01, -1.511588561449415E+01,  3.160081610361959E-03, -6.993067759202815E-03, -2.711377606345484E-03,
2458495.500000000, A.D. 2019-Jan-12 00:00:00.0000,  1.207863561388988E+01, -3.876955076511337E+01, -1.519720507260771E+01,  3.158756212635552E-03, -6.988783121675747E-03, -2.709796893669999E-03,
2458525.500000000, A.D. 2019-Feb-11 00:00:00.0000,  1.217337874087413E+01, -3.897915092665839E+01, -1.527847439455457E+01,  3.157448628003729E-03, -6.984573504680726E-03, -2.708153910242931E-03,
2458555.500000000, A.D. 2019-Mar-13 00:00:00.0000,  1.226808268315513E+01, -3.918862555564858E+01, -1.535969451025411E+01,  3.156148937163705E-03, -6.980404877739697E-03, -2.706522098870477E-03,
2458585.500000000, A.D. 2019-Apr-12 00:00:00.0000,  1.236274778511700E+01, -3.939797566430734E+01, -1.544086591198498E+01,  3.154859831247190E-03, -6.976282950712928E-03, -2.704908816027568E-03,
2458615.500000000, A.D. 2019-May-12 00:00:00.0000,  1.245737438659362E+01, -3.960720303792068E+01, -1.552198922509688E+01,  3.153582366858429E-03, -6.972216064054738E-03, -2.703315014170521E-03,
2458645.500000000, A.D. 2019-Jun-11 00:00:00.0000,  1.255196284248565E+01, -3.981630907544074E+01, -1.560306498868096E+01,  3.152316632415732E-03, -6.968193802758703E-03, -2.701738832821646E-03,
2458675.500000000, A.D. 2019-Jul-11 00:00:00.0000,  1.264651349242966E+01, -4.002529510604978E+01, -1.568409373081625E+01,  3.151061919086328E-03, -6.964215612696999E-03, -2.700180002485816E-03,
2458705.500000000, A.D. 2019-Aug-10 00:00:00.0000,  1.274102668049091E+01, -4.023416244534074E+01, -1.576507594666624E+01,  3.149819525907906E-03, -6.960280839367962E-03, -2.698636847031466E-03,
2458735.500000000, A.D. 2019-Sep-09 00:00:00.0000,  1.283550276784643E+01, -4.044291233972044E+01, -1.584601208645551E+01,  3.148588228474523E-03, -6.956381137470690E-03, -2.697106555907662E-03,
2458765.500000000, A.D. 2019-Oct-09 00:00:00.0000,  1.292994205927546E+01, -4.065154591771157E+01, -1.592690260220010E+01,  3.147366184193636E-03, -6.952530983299393E-03, -2.695597272216627E-03,
2458795.500000000, A.D. 2019-Nov-08 00:00:00.0000,  1.302434482772670E+01, -4.086006461193348E+01, -1.600774809656454E+01,  3.146153605900297E-03, -6.948722084021564E-03, -2.694104931576328E-03,
2458825.500000000, A.D. 2019-Dec-08 00:00:00.0000,  1.311871138326332E+01, -4.106846964806869E+01, -1.608854905432086E+01,  3.144951350147975E-03, -6.944954166873971E-03, -2.692628118531941E-03,
2458855.500000000, A.D. 2020-Jan-07 00:00:00.0000,  1.321304201114887E+01, -4.127676212207334E+01, -1.616930594644206E+01,  3.143758988066720E-03, -6.941221455294423E-03, -2.691167417948452E-03,
2458885.500000000, A.D. 2020-Feb-06 00:00:00.0000,  1.330733702326220E+01, -4.148494333021955E+01, -1.625001925390927E+01,  3.142576819985490E-03, -6.937532240845338E-03, -2.689722299830370E-03,
2458915.500000000, A.D. 2020-Mar-07 00:00:00.0000,  1.340159671977061E+01, -4.169301444256901E+01, -1.633068943639008E+01,  3.141404594382276E-03, -6.933881631326745E-03, -2.688292377702790E-03,
2458945.500000000, A.D. 2020-Apr-06 00:00:00.0000,  1.349582139717697E+01, -4.190097660795474E+01, -1.641131694608443E+01,  3.140242194092995E-03, -6.930269007774779E-03, -2.686877407025242E-03,
2458975.500000000, A.D. 2020-May-06 00:00:00.0000,  1.359001134854007E+01, -4.210883095682469E+01, -1.649190222792602E+01,  3.139089506255538E-03, -6.926693763568385E-03, -2.685477147951211E-03,
2459005.500000000, A.D. 2020-Jun-05 00:00:00.0000,  1.368416686356656E+01, -4.231657860162112E+01, -1.657244571972677E+01,  3.137946419849782E-03, -6.923155305058792E-03, -2.684091365589147E-03,
2459035.500000000, A.D. 2020-Jul-05 00:00:00.0000,  1.377828822863370E+01, -4.252422063717911E+01, -1.665294785233023E+01,  3.136812823614709E-03, -6.919653052090212E-03, -2.682719830288853E-03,
2459065.500000000, A.D. 2020-Aug-04 00:00:00.0000,  1.387237572675061E+01, -4.273175814113108E+01, -1.673340904976926E+01,  3.135688603983081E-03, -6.916186438018414E-03, -2.681362317679676E-03,
2459095.500000000, A.D. 2020-Sep-03 00:00:00.0000,  1.396642963747121E+01, -4.293919217431213E+01, -1.681382972942590E+01,  3.134573644136446E-03, -6.912754909568187E-03, -2.680018608735286E-03,
2459125.500000000, A.D. 2020-Oct-03 00:00:00.0000,  1.406045023680426E+01, -4.314652378115004E+01, -1.689421030218952E+01,  3.133467824792583E-03, -6.909357926001896E-03, -2.678688489566452E-03,
2459155.500000000, A.D. 2020-Nov-02 00:00:00.0000,  1.415443779716098E+01, -4.335375399002657E+01, -1.697455117260509E+01,  3.132371025713461E-03, -6.905994958225224E-03, -2.677371751066531E-03,
2459185.500000000, A.D. 2020-Dec-02 00:00:00.0000,  1.424839258735908E+01, -4.356088381361743E+01, -1.705485273901331E+01,  3.131283127996527E-03, -6.902665488181646E-03, -2.676068188693500E-03,
2459215.500000000, A.D. 2021-Jan-01 00:00:00.0000,  1.434231487270375E+01, -4.376791424921297E+01, -1.713511539368338E+01,  3.130204016759654E-03, -6.899369008011354E-03, -2.674777602118142E-03,
2459245.500000000, A.D. 2021-Jan-31 00:00:00.0000,  1.443620491513361E+01, -4.397484627900887E+01, -1.721533952293145E+01,  3.129133582625599E-03, -6.896105019218953E-03, -2.673499794763720E-03,
2459275.500000000, A.D. 2021-Mar-02 00:00:00.0000,  1.453006297339762E+01, -4.418168087038246E+01, -1.729552550723011E+01,  3.128071722348160E-03, -6.892873032337177E-03, -2.672234573605966E-03,
2459305.500000000, A.D. 2021-Apr-01 00:00:00.0000,  1.462388930323799E+01, -4.438841897615537E+01, -1.737567372131113E+01,  3.127018338555720E-03, -6.889672566377817E-03, -2.670981748889820E-03,
2459335.500000000, A.D. 2021-May-01 00:00:00.0000,  1.471768415754269E+01, -4.459506153484747E+01, -1.745578453426146E+01,  3.125973337994691E-03, -6.886503148959414E-03, -2.669741134083404E-03,
2459365.500000000, A.D. 2021-May-31 00:00:00.0000,  1.481144778643707E+01, -4.480160947094458E+01, -1.753585830962390E+01,  3.124936629396518E-03, -6.883364317024286E-03, -2.668512546179028E-03,
2459395.500000000, A.D. 2021-Jun-30 00:00:00.0000,  1.490518043731418E+01, -4.500806369518734E+01, -1.761589540550722E+01,  3.123908121494396E-03, -6.880255617276110E-03, -2.667295805911250E-03,
2459425.500000000, A.D. 2021-Jul-30 00:00:00.0000,  1.499888235480045E+01, -4.521442510486718E+01, -1.769589617469986E+01,  3.122887720847261E-03, -6.877176606475614E-03, -2.666090737908176E-03,
2459455.500000000, A.D. 2021-Aug-29 00:00:00.0000,  1.509255378067278E+01, -4.542069458413203E+01, -1.777586096479019E+01,  3.121875330900340E-03, -6.874126851591235E-03, -2.664897170879197E-03,
2459485.500000000, A.D. 2021-Sep-28 00:00:00.0000,  1.518619495376992E+01, -4.562687300428236E+01, -1.785579011828667E+01,  3.120870852445655E-03, -6.871105928980810E-03, -2.663714937381146E-03,
2459515.500000000, A.D. 2021-Oct-28 00:00:00.0000,  1.527979295372015E+01, -4.583294750089529E+01, -1.793565617233222E+01,  3.119836649346504E-03, -6.868069199360480E-03, -2.662487250094398E-03,
2459545.500000000, A.D. 2021-Nov-27 00:00:00.0000,  1.537337319810923E+01, -4.603894504134320E+01, -1.801551335934261E+01,  3.118847674282062E-03, -6.865104804183087E-03, -2.661327028803431E-03,
2459575.500000000, A.D. 2021-Dec-27 00:00:00.0000,  1.546692389732224E+01, -4.624485406238765E+01, -1.809533589741001E+01,  3.117867078889141E-03, -6.862167837574922E-03, -2.660177295829340E-03,
2459605.500000000, A.D. 2022-Jan-26 00:00:00.0000,  1.556044528994449E+01, -4.645067538045721E+01, -1.817512411857742E+01,  3.116893574679174E-03, -6.859257659794286E-03, -2.659039518480461E-03,
2459635.500000000, A.D. 2022-Feb-25 00:00:00.0000,  1.565393758651559E+01, -4.665640979382305E+01, -1.825487837986531E+01,  3.115927504414124E-03, -6.856374192372693E-03, -2.657913039952974E-03,
2459665.500000000, A.D. 2022-Mar-27 00:00:00.0000,  1.574740102347901E+01, -4.686205809217618E+01, -1.833459900723913E+01,  3.114969556834241E-03, -6.853516801521424E-03, -2.656796944634924E-03,
2459695.500000000, A.D. 2022-Apr-26 00:00:00.0000,  1.584083582395726E+01, -4.706762107101261E+01, -1.841428628516432E+01,  3.114018119789972E-03, -6.850686243503760E-03, -2.655689810502120E-03,
2459725.500000000, A.D. 2022-May-26 00:00:00.0000,  1.593424218107511E+01, -4.727309952490039E+01, -1.849394049594401E+01,  3.113073549012592E-03, -6.847881604198771E-03, -2.654592580157556E-03,
2459755.500000000, A.D. 2022-Jun-25 00:00:00.0000,  1.602762034297989E+01, -4.747849420911596E+01, -1.857356193484653E+01,  3.112137340858785E-03, -6.845101903456924E-03, -2.653505143132507E-03,
2459785.500000000, A.D. 2022-Jul-25 00:00:00.0000,  1.612097048981224E+01, -4.768380588985942E+01, -1.865315090305797E+01,  3.111206950045269E-03, -6.842347617292672E-03, -2.652427696580005E-03,
2459815.500000000, A.D. 2022-Aug-24 00:00:00.0000,  1.621429282970588E+01, -4.788903531271720E+01, -1.873270769350352E+01,  3.110283531443475E-03, -6.839617987717545E-03, -2.651359936334699E-03,
2459845.500000000, A.D. 2022-Sep-23 00:00:00.0000,  1.630758757059633E+01, -4.809418321231957E+01, -1.881223259477015E+01,  3.109367002523522E-03, -6.836912678084115E-03, -2.650301729396712E-03,
2459875.500000000, A.D. 2022-Oct-23 00:00:00.0000,  1.640085491790811E+01, -4.829925031330187E+01, -1.889172589149817E+01,  3.108457278678544E-03, -6.834231358645396E-03, -2.649252945638761E-03,
2459905.500000000, A.D. 2022-Nov-22 00:00:00.0000,  1.649409507452203E+01, -4.850423733050535E+01, -1.897118786446583E+01,  3.107554275405448E-03, -6.831573706085225E-03, -2.648213457682608E-03,
2459935.500000000, A.D. 2022-Dec-22 00:00:00.0000,  1.658730824081577E+01, -4.870914496915593E+01, -1.905061879066584E+01,  3.106657910610677E-03, -6.828939402585527E-03, -2.647183140464969E-03,
2459965.500000000, A.D. 2023-Jan-21 00:00:00.0000,  1.668049461476161E+01, -4.891397392502162E+01, -1.913001894337042E+01,  3.105768106285320E-03, -6.826328135379238E-03, -2.646161870990358E-03,
2459995.500000000, A.D. 2023-Feb-20 00:00:00.0000,  1.677365439206931E+01, -4.911872488456046E+01, -1.920938859219144E+01,  3.104884789767595E-03, -6.823739596469015E-03, -2.645149528177226E-03,
2460025.500000000, A.D. 2023-Mar-22 00:00:00.0000,  1.686678779205794E+01, -4.932339851783142E+01, -1.928872799456603E+01,  3.104010053169523E-03, -6.821172922476839E-03, -2.644145264662157E-03,
2460055.500000000, A.D. 2023-Apr-21 00:00:00.0000,  1.695989501974978E+01, -4.952799549071909E+01, -1.936803740823005E+01,  3.103139513964319E-03, -6.818628932823968E-03, -2.643150418061550E-03,
2460085.500000000, A.D. 2023-May-21 00:00:00.0000,  1.705297622706853E+01, -4.973251647158300E+01, -1.944731710532157E+01,  3.102275454050262E-03, -6.816106694973180E-03, -2.642164135768551E-03,
2460115.500000000, A.D. 2023-Jun-20 00:00:00.0000,  1.714603160545062E+01, -4.993696210706852E+01, -1.952656735008023E+01,  3.101417393964721E-03, -6.813605905837794E-03, -2.641187062446822E-03,
2460145.500000000, A.D. 2023-Jul-20 00:00:00.0000,  1.723906133046675E+01, -5.014133303330084E+01, -1.960578842663580E+01,  3.100565267630941E-03, -6.811126081351680E-03, -2.640219410155533E-03,
2460175.500000000, A.D. 2023-Aug-19 00:00:00.0000,  1.733206569627768E+01, -5.034562985272258E+01, -1.968498061149726E+01,  3.099735291310378E-03, -6.808666682723137E-03, -2.639263955323113E-03,
2460205.500000000, A.D. 2023-Sep-18 00:00:00.0000,  1.742504520083395E+01, -5.054985335002184E+01, -1.976414404665838E+01,  3.098890680353102E-03, -6.806242575548375E-03, -2.638292772609325E-03,
2460235.500000000, A.D. 2023-Oct-18 00:00:00.0000,  1.751799918123262E+01, -5.075400452618575E+01, -1.984327834436272E+01,  3.098047909120549E-03, -6.803833505562722E-03, -2.637335956740677E-03,
2460265.500000000, A.D. 2023-Nov-17 00:00:00.0000,  1.761092818142818E+01, -5.095808352898867E+01, -1.992238434297429E+01,  3.097219414261771E-03, -6.801436919160204E-03, -2.636398347252185E-03,
2460295.500000000, A.D. 2023-Dec-17 00:00:00.0000,  1.770383240619639E+01, -5.116209093994696E+01, -2.000146232346784E+01,  3.096396401920785E-03, -6.799060583981747E-03, -2.635468133365044E-03,
$$EOE
**************************************************************************************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  International Celestial Reference Frame (ICRF)

    The ICRF is an adopted reference frame whose axes are defined relative to 
    fixed extragalactic radio sources distributed across the sky.

    The ICRF was aligned with the prior FK5/J2000 dynamical system at the ~0.02 
    arcsecond level but is not identical and has no associated standard epoch.

  Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (au)
      Y      Y-component of position vector (au)
      Z      Z-component of position vector (au)
      VX     X-component of velocity vector (au/day)                           
      VY     Y-component of velocity vector (au/day)                           
      VZ     Z-component of velocity vector (au/day)                           

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
